       0.1892389807E+00      0.9966115208E+00      0.9954604326E+00      0.9999771493E+00      0.9954831801E+00      0.1004537314E+01      0.4500206491E+00      0.1000003172E+01      0.9999989605E+00      0.3597458730E-01      0.2396094895E-01      0.2779783017E+02      0.1507232326E+00      0.9954820591E+00
       0.1910699937E+00      0.9965122073E+00      0.9953267939E+00      0.9999759168E+00      0.9953507652E+00      0.1004670951E+01      0.4587713337E+00      0.1000003294E+01      0.9999988981E+00      0.3667903090E-01      0.2442947242E-01      0.2726398078E+02      0.1529008302E+00      0.9953496439E+00
       0.1928662136E+00      0.9964129135E+00      0.9951931464E+00      0.9999746483E+00      0.9952183768E+00      0.1004804597E+01      0.4674376159E+00      0.1000003420E+01      0.9999988338E+00      0.3737691449E-01      0.2489360039E-01      0.2675494644E+02      0.1550465681E+00      0.9952172552E+00
       0.1946292347E+00      0.9963136395E+00      0.9950594900E+00      0.9999733440E+00      0.9950860151E+00      0.1004938251E+01      0.4760225819E+00      0.1000003550E+01      0.9999987677E+00      0.3806848223E-01      0.2535349577E-01      0.2626893077E+02      0.1571617522E+00      0.9950848931E+00
       0.1963605372E+00      0.9962143853E+00      0.9949258248E+00      0.9999720037E+00      0.9949536798E+00      0.1005071915E+01      0.4845291240E+00      0.1000003683E+01      0.9999986998E+00      0.3875396294E-01      0.2580931129E-01      0.2580431146E+02      0.1592476007E+00      0.9949525576E+00
       0.1980614985E+00      0.9961151509E+00      0.9947921508E+00      0.9999706276E+00      0.9948213711E+00      0.1005205587E+01      0.4929599579E+00      0.1000003820E+01      0.9999986301E+00      0.3943357141E-01      0.2626119027E-01      0.2535961941E+02      0.1613052522E+00      0.9948202485E+00
       0.1997334025E+00      0.9960159363E+00      0.9946584680E+00      0.9999692155E+00      0.9946890890E+00      0.1005339267E+01      0.5013176378E+00      0.1000003960E+01      0.9999985585E+00      0.4010750963E-01      0.2670926752E-01      0.2493352074E+02      0.1633357732E+00      0.9946879661E+00
       0.2013774484E+00      0.9959167414E+00      0.9945247763E+00      0.9999677675E+00      0.9945568334E+00      0.1005472957E+01      0.5096045697E+00      0.1000004104E+01      0.9999984851E+00      0.4077596782E-01      0.2715367001E-01      0.2452480134E+02      0.1653401640E+00      0.9945557101E+00
       0.2029947578E+00      0.9958175662E+00      0.9943910758E+00      0.9999662835E+00      0.9944246043E+00      0.1005606655E+01      0.5178230232E+00      0.1000004251E+01      0.9999984099E+00      0.4143912543E-01      0.2759451748E-01      0.2413235352E+02      0.1673193644E+00      0.9944234807E+00
       0.2045863820E+00      0.9957184108E+00      0.9942573666E+00      0.9999647637E+00      0.9942924018E+00      0.1005740362E+01      0.5259751426E+00      0.1000004402E+01      0.9999983328E+00      0.4209715193E-01      0.2803192306E-01      0.2375516441E+02      0.1692742585E+00      0.9942912778E+00
       0.2061533072E+00      0.9956192752E+00      0.9941236484E+00      0.9999632078E+00      0.9941602258E+00      0.1005874078E+01      0.5340629565E+00      0.1000004557E+01      0.9999982539E+00      0.4275020765E-01      0.2846599376E-01      0.2339230587E+02      0.1712056799E+00      0.9941591015E+00
       0.2076964606E+00      0.9955201593E+00      0.9939899215E+00      0.9999616160E+00      0.9940280763E+00      0.1006007802E+01      0.5420883862E+00      0.1000004715E+01      0.9999981732E+00      0.4339844442E-01      0.2889683090E-01      0.2304292567E+02      0.1731144147E+00      0.9940269517E+00
       0.2092167148E+00      0.9954210631E+00      0.9938561858E+00      0.9999599882E+00      0.9938959533E+00      0.1006141535E+01      0.5500532542E+00      0.1000004876E+01      0.9999980906E+00      0.4404200620E-01      0.2932453059E-01      0.2270623973E+02      0.1750012060E+00      0.9938948284E+00
